Client_Code,Client_Name,Client_Type,Industry Type,Incentive_Enrolled,Relation,Popl_Type,Count,Reachable_Rate_wrt_Eligible,Registration_Rate_wrt_Eligible,Registration_Rate_wrt_Reachable,Gender_Female,Generation,Tenure,Health_Risk,Claims_Cost,Engagement_by_Logins,Engagement_by_Clicks,autoimmune_disorders_and_diseases,behavioral_health,blood_disorder,cancer,cardiovascular_disorders_and_diseases_non_diabetic,chronic_respiratory_diseases,congenital_disorder,diabetes,digestive_disorders,musculoskeletal_disorders_and_diseases,neurological_disorders_and_diseases,nutritional_life_style_disorders,other_disorders_and_diseases,renal_disorder
2004,Enbridge Employee Services,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Eligible Popl,3332,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More GenX & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2004,Enbridge Employee Services,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Eligible Popl,6483,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2004,Enbridge Employee Services,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Registered Popl,323,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Boomers & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2004,Enbridge Employee Services,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Registered Popl,277,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Boomers & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins & Less Frequent_Logins,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2005,Spectra Energy,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Eligible Popl,121,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & Less GenX & More Boomers & Less Swing,NA,More At_Risk,More Low_Claims_Cost & Less Medium_Claims_Cost,On Par,More Medium_Clicks & Less Frequent_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,More cancer,More cardiovascular disorders and diseases non diabetic,More chronic respiratory diseases,On Par,More diabetes,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,More nutritional life style disorders,More other disorders and diseases,On Par
2005,Spectra Energy,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Eligible Popl,164,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & Less GenX & More Boomers & Less Swing,NA,More At_Risk,More Low_Claims_Cost & Less Medium_Claims_Cost,On Par,More Low_Clicks & Less Frequent_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,More cancer,More cardiovascular disorders and diseases non diabetic,More chronic respiratory diseases,On Par,More diabetes,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,More nutritional life style disorders,On Par,On Par
2005,Spectra Energy,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Registered Popl,9,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & Less GenX & More Boomers & Less Swing,NA,More At_Risk,On Par,On Par,More Low_Clicks & Less Frequent_Clicks,More autoimmune disorders and diseases,On Par,More blood disorder,More cancer,More cardiovascular disorders and diseases non diabetic,Less chronic respiratory diseases,On Par,More diabetes,On Par,More musculoskeletal disorders and diseases,Less neurological disorders and diseases,On Par,Less other disorders and diseases,On Par
2005,Spectra Energy,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Registered Popl,8,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & Less GenX & More Boomers & Less Swing,NA,More At_Risk,On Par,On Par,More Medium_Clicks & Less Frequent_Clicks,On Par,On Par,More blood disorder,More cancer,More cardiovascular disorders and diseases non diabetic,Less chronic respiratory diseases,On Par,More diabetes,On Par,More musculoskeletal disorders and diseases,Less neurological disorders and diseases,NA,Less other disorders and diseases,On Par
2006,Cornerstone Healthcare Group,HCSC Health Hub,Health Care and Social Assistance,FALSE,Employee,Eligible Popl,1002,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & More GenX & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Medium_Logins,More Low_Clicks & Less Frequent_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,On Par,On Par,On Par,More nutritional life style disorders,On Par,On Par
2006,Cornerstone Healthcare Group,HCSC Health Hub,Health Care and Social Assistance,FALSE,All Relation,Eligible Popl,1447,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,On Par,NA,More At_Risk,On Par,More Low_Logins & Less Medium_Logins & Less Frequent_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,More nutritional life style disorders,On Par,On Par
2006,Cornerstone Healthcare Group,HCSC Health Hub,Health Care and Social Assistance,FALSE,All Relation,Registered Popl,47,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less Millennials & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins & Less Medium_Logins & Less Frequent_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,More chronic respiratory diseases,On Par,On Par,On Par,On Par,More neurological disorders and diseases,More nutritional life style disorders,More other disorders and diseases,On Par
2006,Cornerstone Healthcare Group,HCSC Health Hub,Health Care and Social Assistance,FALSE,Employee,Registered Popl,43,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & More Boomers & Less Swing,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins & Less Medium_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,More chronic respiratory diseases,On Par,On Par,On Par,On Par,More neurological disorders and diseases,More nutritional life style disorders,More other disorders and diseases,On Par
2007,Accenture,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Eligible Popl,22858,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2007,Accenture,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Eligible Popl,36603,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2007,Accenture,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Registered Popl,1425,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2007,Accenture,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Registered Popl,1183,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2008,CC Industries,HCSC Health Hub,Finance,FALSE,Employee,Eligible Popl,4537,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ,NA,On Par,On Par,Less Frequent_Logins,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2008,CC Industries,HCSC Health Hub,Finance,FALSE,All Relation,Eligible Popl,6776,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,On Par,NA,On Par,Less Low_Claims_Cost,More Low_Logins & Less Frequent_Logins,Less Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
2008,CC Industries,HCSC Health Hub,Finance,FALSE,All Relation,Registered Popl,100,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins & Less Frequent_Logins,Less Frequent_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,More chronic respiratory diseases,On Par,More diabetes,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,On Par,On Par
2008,CC Industries,HCSC Health Hub,Finance,FALSE,Employee,Registered Popl,87,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Frequent_Logins,On Par,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,On Par,On Par
2009,Envestnet,HCSC Health Hub,Finance,FALSE,Employee,Eligible Popl,1566,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Millennials & More GenX,NA,On Par,Less Low_Claims_Cost,Less Frequent_Logins,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2009,Envestnet,HCSC Health Hub,Finance,FALSE,All Relation,Eligible Popl,2712,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less Swing,NA,On Par,Less Low_Claims_Cost,Less Frequent_Logins,On Par,On Par,On Par,NA,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2009,Envestnet,HCSC Health Hub,Finance,FALSE,All Relation,Registered Popl,105,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Frequent_Logins,On Par,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2009,Envestnet,HCSC Health Hub,Finance,FALSE,Employee,Registered Popl,86,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,On Par,NA,On Par,Less Low_Claims_Cost,Less Frequent_Logins,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2010,Paylocity,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Eligible Popl,3539,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Millennials & More GenX & Less Boomers & Less Swing,NA,On Par,Less Low_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2010,Paylocity,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Eligible Popl,5236,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Millennials & Less Boomers,NA,On Par,On Par,On Par,On Par,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2010,Paylocity,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Registered Popl,289,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,More Millennials & Less Boomers & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,On Par,On Par,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2010,Paylocity,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Registered Popl,253,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Millennials & Less Boomers & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2011,DNV GL,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Eligible Popl,1267,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Frequent_Logins,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2011,DNV GL,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Eligible Popl,2176,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
2011,DNV GL,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Registered Popl,138,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,On Par,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2011,DNV GL,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Registered Popl,116,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More GenX,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Frequent_Logins,On Par,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2012,IDEX,HCSC Health Hub,Manufacturing and Trading,FALSE,Employee,Eligible Popl,3101,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Boomers,NA,On Par,Less Low_Claims_Cost,Less Low_Logins,Less Low_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
2012,IDEX,HCSC Health Hub,Manufacturing and Trading,FALSE,All Relation,Eligible Popl,5254,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
2012,IDEX,HCSC Health Hub,Manufacturing and Trading,FALSE,All Relation,Registered Popl,207,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & Less Millennials & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,On Par,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
2012,IDEX,HCSC Health Hub,Manufacturing and Trading,FALSE,Employee,Registered Popl,179,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & Less Millennials & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins,Less Low_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2013,Northwestern University,HCSC Health Hub,Educational Institution,FALSE,Employee,Eligible Popl,7072,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins,On Par,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,On Par,On Par
2013,Northwestern University,HCSC Health Hub,Educational Institution,FALSE,All Relation,Eligible Popl,11019,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins,On Par,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
2013,Northwestern University,HCSC Health Hub,Educational Institution,FALSE,All Relation,Registered Popl,538,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins,On Par,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,On Par,On Par
2013,Northwestern University,HCSC Health Hub,Educational Institution,FALSE,Employee,Registered Popl,465,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,On Par,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins,On Par,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,On Par,On Par
2014,Blue Cross Blue Shield Association,HCSC Health Hub,Finance and Insurance,FALSE,Employee,Eligible Popl,815,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,On Par,More Medium_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2014,Blue Cross Blue Shield Association,HCSC Health Hub,Finance and Insurance,FALSE,All Relation,Eligible Popl,1413,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less Millennials & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,On Par,More Medium_Clicks & Less Frequent_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
2014,Blue Cross Blue Shield Association,HCSC Health Hub,Finance and Insurance,FALSE,All Relation,Registered Popl,90,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,On Par,More Medium_Clicks & Less Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,More digestive disorders,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,On Par,On Par
2014,Blue Cross Blue Shield Association,HCSC Health Hub,Finance and Insurance,FALSE,Employee,Registered Popl,86,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & Less Millennials & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,On Par,More Medium_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,More digestive disorders,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,On Par,On Par
2015,Health Care Service Corporation,HCSC Health Hub,Finance and Insurance,FALSE,Employee,Eligible Popl,15260,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,More Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & More GenX,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins,On Par,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,More nutritional life style disorders,On Par,On Par
2015,Health Care Service Corporation,HCSC Health Hub,Finance and Insurance,FALSE,All Relation,Eligible Popl,25399,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,On Par,More FEMALE,On Par,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,More nutritional life style disorders,On Par,On Par
2015,Health Care Service Corporation,HCSC Health Hub,Finance and Insurance,FALSE,All Relation,Registered Popl,1234,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,On Par,More FEMALE,On Par,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins,On Par,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,More nutritional life style disorders,On Par,On Par
2015,Health Care Service Corporation,HCSC Health Hub,Finance and Insurance,FALSE,Employee,Registered Popl,1124,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,More Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins,On Par,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,More nutritional life style disorders,On Par,On Par
2016,TTX,HCSC Health Hub,Wholesale Trade,FALSE,Employee,Eligible Popl,1954,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Medium_Logins & Less Frequent_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2016,TTX,HCSC Health Hub,Wholesale Trade,FALSE,All Relation,Eligible Popl,3780,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Medium_Logins & Less Frequent_Logins,Less Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2016,TTX,HCSC Health Hub,Wholesale Trade,FALSE,All Relation,Registered Popl,104,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,More Millennials & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins & Less Medium_Logins & Less Frequent_Logins,Less Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,More digestive disorders,More musculoskeletal disorders and diseases,More neurological disorders and diseases,More nutritional life style disorders,More other disorders and diseases,On Par
2016,TTX,HCSC Health Hub,Wholesale Trade,FALSE,Employee,Registered Popl,78,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins & Less Medium_Logins & Less Frequent_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,More nutritional life style disorders,More other disorders and diseases,On Par
